@relation sentiment_lexicon_based_relation

@attribute Positiv numeric
@attribute Negativ numeric
@attribute Hostile numeric
@attribute Pleasur numeric
@attribute Pain numeric
@attribute review_class {ndef,neg,pos}

@data
0.09375,0.0625,0.25,0.5,0.09375,pos
0,0.111111,0.333333,0.388889,0.166667,pos
0.040816,0.081633,0.326531,0.510204,0.040816,pos
0,0.0625,0.3125,0.5625,0.0625,pos
0.133333,0,0.3,0.566667,0,pos
0,0.043478,0.434783,0.26087,0.26087,pos
0,0,0.571429,0,0.428571,pos
0,0.225806,0.387097,0.225806,0.16129,pos
0,0.066667,0.333333,0.466667,0.133333,pos
0.1,0,0.2,0.7,0,pos
0.035714,0.035714,0.392857,0.392857,0.142857,pos
0.090909,0,0.272727,0.545455,0.090909,pos
0.043478,0.086957,0.608696,0.217391,0.043478,pos
0,0.055556,0.5,0.277778,0.166667,pos
0,0,0.266667,0.666667,0.066667,pos
0,0,0.263158,0.631579,0.105263,pos
0.090909,0,0.272727,0.636364,0,pos
0,0,0.444444,0.444444,0.111111,pos
0,0,0.518519,0.222222,0.259259,pos
0.105263,0,0.157895,0.684211,0.052632,pos
0.047619,0,0.333333,0.571429,0.047619,pos
0.111111,0,0.388889,0.333333,0.166667,pos
0.045455,0,0.363636,0.590909,0,pos
0.035714,0,0.321429,0.428571,0.214286,pos
0.266667,0.033333,0.1,0.566667,0.033333,pos
0.058824,0.058824,0.176471,0.588235,0.117647,pos
0,0.058824,0.529412,0.294118,0.117647,pos
0.047619,0,0.52381,0.047619,0.380952,pos
0,0.05,0.3,0.55,0.1,pos
0.222222,0,0.111111,0.666667,0,pos
0,0,0.333333,0.5,0.166667,pos
0.052632,0,0.421053,0.368421,0.157895,pos
0.08,0,0.36,0.52,0.04,pos
0.083333,0,0.333333,0.416667,0.166667,pos
0.1,0.1,0.4,0.4,0,pos
0,0,0.625,0.3125,0.0625,pos
0.030303,0,0.393939,0.484848,0.090909,pos
0.125,0.0625,0.1875,0.625,0,pos
0,0.052632,0.210526,0.736842,0,pos
0.060606,0,0.151515,0.727273,0.060606,pos
0,0.066667,0.266667,0.666667,0,pos
0.212121,0,0.424242,0.30303,0.060606,pos
0.111111,0,0.333333,0.444444,0.111111,pos
0,0.066667,0.6,0.133333,0.2,pos
0,0.067797,0.457627,0.423729,0.050847,pos
0.047619,0,0.285714,0.52381,0.142857,pos
0,0,0,1,0,pos
0.0625,0,0.3125,0.625,0,pos
0,0.142857,0.428571,0.333333,0.095238,pos
0,0.107143,0.214286,0.571429,0.107143,pos
0.2,0.066667,0.066667,0.666667,0,pos
0,0.0625,0.375,0.4375,0.125,pos
0.071429,0.071429,0.142857,0.5,0.214286,pos
0.152174,0,0.26087,0.565217,0.021739,pos
0,0,0.125,0.75,0.125,pos
0.029412,0,0.117647,0.352941,0.5,pos
0.038462,0.038462,0.307692,0.5,0.115385,pos
0,0,0.258065,0.709677,0.032258,pos
0,0,0.5,0.3,0.2,pos
0.15,0.05,0.2,0.55,0.05,pos
0,0.066667,0.4,0.333333,0.2,pos
0,0,0.333333,0.666667,0,pos
0,0.076923,0.384615,0.230769,0.307692,pos
0.1,0,0.5,0.3,0.1,pos
0.034483,0.034483,0.344828,0.448276,0.137931,pos
0,0,0.363636,0.454545,0.181818,pos
0.04878,0.02439,0.243902,0.585366,0.097561,pos
0,0.071429,0.464286,0.357143,0.107143,pos
0,0,0.055556,0.944444,0,pos
0.064516,0,0.387097,0.387097,0.16129,pos
0.111111,0,0.333333,0.333333,0.222222,pos
0.142857,0,0.238095,0.619048,0,pos
0,0.090909,0.363636,0.454545,0.090909,pos
0,0,0.5,0.323529,0.176471,pos
0.020408,0.081633,0.326531,0.326531,0.244898,pos
0,0,0.545455,0.181818,0.272727,pos
0.190476,0,0.190476,0.619048,0,pos
0.058824,0.058824,0.235294,0.647059,0,pos
0.15,0,0.25,0.5,0.1,pos
0.04,0,0.2,0.76,0,pos
0.074074,0,0.222222,0.666667,0.037037,pos
0,0.136364,0.409091,0.340909,0.113636,pos
0.047619,0.047619,0.333333,0.571429,0,pos
0.028571,0.028571,0.4,0.485714,0.057143,pos
0,0.066667,0.233333,0.666667,0.033333,pos
0.031746,0.126984,0.365079,0.31746,0.15873,pos
0,0,0.230769,0.769231,0,pos
0.03125,0,0.34375,0.375,0.25,pos
0,0,0.5,0.4,0.1,pos
0.134328,0.029851,0.298507,0.432836,0.104478,pos
0.1,0.1,0.45,0.25,0.1,pos
0.037037,0.111111,0.259259,0.555556,0.037037,pos
0,0.090909,0.363636,0.5,0.045455,pos
0,0,0.75,0.083333,0.166667,pos
0,0.148148,0.333333,0.518519,0,pos
0,0,0.424242,0.424242,0.151515,pos
0.066667,0,0.333333,0.466667,0.133333,pos
0.105263,0.105263,0.157895,0.631579,0,pos
0,0.074074,0.222222,0.592593,0.111111,pos
0,0,0.363636,0.545455,0.090909,pos
0,0.020833,0.395833,0.395833,0.1875,pos
0.142857,0,0.25,0.5,0.107143,pos
0.018519,0.074074,0.333333,0.407407,0.166667,pos
0.142857,0,0.428571,0.142857,0.285714,pos
0.041667,0.083333,0.208333,0.583333,0.083333,pos
0,0,0.428571,0.571429,0,pos
0,0,0.3,0.5,0.2,pos
0.125,0.020833,0.166667,0.625,0.0625,pos
0,0,0.269231,0.5,0.230769,pos
0.034483,0.034483,0.241379,0.586207,0.103448,pos
0,0,0.6,0.1,0.3,pos
0.052632,0.026316,0.315789,0.578947,0.026316,pos
0,0,0.333333,0.666667,0,pos
0,0,0.2,0.6,0.2,pos
0.052632,0,0.052632,0.842105,0.052632,pos
0.035714,0,0.357143,0.464286,0.142857,pos
0,0,0.285714,0.571429,0.142857,pos
0.206897,0.034483,0.206897,0.517241,0.034483,pos
0.15,0,0.15,0.65,0.05,pos
0.027027,0.027027,0.216216,0.72973,0,pos
0.041667,0.041667,0.291667,0.5,0.125,pos
0.086957,0.043478,0.26087,0.521739,0.086957,pos
0.055556,0,0.333333,0.555556,0.055556,pos
0,0,0.26087,0.695652,0.043478,pos
0.125,0,0.34375,0.375,0.15625,pos
0.222222,0,0.111111,0.666667,0,pos
0,0,0.333333,0.666667,0,pos
0.105263,0,0.210526,0.526316,0.157895,pos
0.05,0,0.3,0.4,0.25,pos
0,0,0.461538,0.538462,0,pos
0.068182,0.022727,0.568182,0.227273,0.113636,pos
0.111111,0.037037,0.148148,0.703704,0,pos
0,0,0.714286,0.214286,0.071429,pos
0.021277,0.085106,0.340426,0.531915,0.021277,pos
0,0.105263,0.473684,0.315789,0.105263,pos
0.025641,0.025641,0.461538,0.153846,0.333333,pos
0.026316,0.078947,0.315789,0.473684,0.105263,pos
0.090909,0,0.363636,0.424242,0.121212,pos
0.153846,0,0.269231,0.538462,0.038462,pos
0,0.076923,0.153846,0.730769,0.038462,pos
0,0,0.35,0.65,0,pos
0.083333,0,0.291667,0.541667,0.083333,pos
0.106061,0.015152,0.121212,0.681818,0.075758,pos
0,0,0.307692,0.576923,0.115385,pos
0.033333,0.033333,0.2,0.7,0.033333,pos
0.347826,0,0,0.652174,0,pos
0.064516,0,0.16129,0.645161,0.129032,pos
0,0.130435,0.347826,0.347826,0.173913,pos
0.040816,0.081633,0.387755,0.367347,0.122449,pos
0,0,0.125,0.875,0,pos
0.132075,0.018868,0.283019,0.509434,0.056604,pos
0,0.188406,0.304348,0.231884,0.275362,pos
0,0,0,1,0,pos
0.02439,0,0.292683,0.585366,0.097561,pos
0,0.095238,0.285714,0.571429,0.047619,pos
0,0,0.631579,0.263158,0.105263,pos
0,0,0.466667,0.2,0.333333,pos
0.12,0,0.24,0.56,0.08,pos
0,0.04,0.2,0.72,0.04,pos
0,0,0.2,0.8,0,pos
0.153846,0,0.215385,0.569231,0.061538,pos
0.026316,0,0.315789,0.447368,0.210526,pos
0,0,0.5,0.166667,0.333333,pos
0,0,0.473684,0.368421,0.157895,pos
0.034483,0.034483,0.103448,0.793103,0.034483,pos
0.172414,0,0.206897,0.62069,0,pos
0.02439,0.073171,0.341463,0.414634,0.146341,pos
0,0.035714,0.464286,0.428571,0.071429,pos
0.022222,0.088889,0.288889,0.488889,0.111111,pos
0,0.136364,0.340909,0.25,0.272727,pos
0.108108,0,0.378378,0.405405,0.108108,pos
0.090909,0,0.181818,0.545455,0.181818,pos
0.083333,0.083333,0.416667,0.333333,0.083333,pos
0,0.25,0.375,0.375,0,pos
0.107143,0.035714,0.142857,0.607143,0.107143,pos
0.052632,0.105263,0.368421,0.421053,0.052632,pos
0.047619,0.095238,0.333333,0.190476,0.333333,pos
0.241379,0,0.241379,0.482759,0.034483,pos
0.011111,0.011111,0.7,0.233333,0.044444,pos
0,0.105263,0.473684,0.315789,0.105263,pos
0.071429,0,0.321429,0.464286,0.142857,pos
0,0.076923,0.461538,0.307692,0.153846,pos
0,0,0,1,0,pos
0,0.047619,0.190476,0.714286,0.047619,pos
0,0,0.25,0.75,0,pos
0,0,0.25,0.75,0,pos
0,0.083333,0.5,0.25,0.166667,pos
0.016129,0.225806,0.33871,0.145161,0.274194,pos
0.157895,0,0.105263,0.684211,0.052632,pos
0.043478,0.021739,0.369565,0.26087,0.304348,pos
0.0625,0.03125,0.34375,0.5,0.0625,pos
0.043478,0,0.347826,0.565217,0.043478,pos
0,0.0625,0.6875,0.1875,0.0625,pos
0.052632,0.052632,0.210526,0.631579,0.052632,pos
0.166667,0,0.166667,0.666667,0,pos
0.083333,0,0.166667,0.666667,0.083333,pos
0,0,0.25,0.666667,0.083333,pos
0,0,0.363636,0.545455,0.090909,pos
0.25,0.041667,0.083333,0.625,0,pos
0.071429,0.142857,0.285714,0.428571,0.071429,pos
0.133333,0.066667,0.4,0.333333,0.066667,pos
0,0.045455,0.409091,0.454545,0.090909,pos
0.068966,0.068966,0.241379,0.62069,0,pos
0.153846,0,0.307692,0.346154,0.192308,pos
0.074074,0,0.407407,0.37037,0.148148,pos
0.2,0,0.2,0.6,0,pos
0.12,0,0.16,0.6,0.12,pos
0.052632,0,0.263158,0.631579,0.052632,pos
0.1,0,0.3,0.6,0,pos
0,0,0.333333,0.466667,0.2,pos
0,0,0.52381,0.190476,0.285714,pos
0,0,0.294118,0.705882,0,pos
0.113636,0.045455,0.272727,0.477273,0.090909,pos
0.058824,0,0.235294,0.647059,0.058824,pos
0.107143,0,0.285714,0.607143,0,pos
0.041667,0.041667,0.25,0.541667,0.125,pos
0.071429,0.071429,0.333333,0.380952,0.142857,pos
0.083333,0,0.5,0.333333,0.083333,pos
0,0,0.481481,0.148148,0.37037,pos
0.03125,0.0625,0.28125,0.5625,0.0625,pos
0,0,0,1,0,pos
0.066667,0.066667,0.3,0.366667,0.2,pos
0.0625,0.09375,0.5,0.3125,0.03125,pos
0.157895,0,0.105263,0.684211,0.052632,pos
0.0625,0.03125,0.46875,0.375,0.0625,pos
0,0,0.470588,0.294118,0.235294,pos
0,0,0.333333,0.416667,0.25,pos
0.222222,0,0.111111,0.666667,0,pos
0.16,0,0.28,0.48,0.08,pos
0.030303,0.030303,0.545455,0.242424,0.151515,pos
0.121212,0,0.272727,0.515152,0.090909,pos
0.033333,0,0.166667,0.733333,0.066667,pos
0.045455,0,0.363636,0.409091,0.181818,pos
0.1875,0,0.3125,0.375,0.125,pos
0.139535,0.069767,0.27907,0.488372,0.023256,pos
0.095238,0,0.142857,0.666667,0.095238,pos
0,0,0.5,0.5,0,pos
0.076923,0,0.230769,0.615385,0.076923,pos
0,0,0.2,0.7,0.1,pos
0,0.090909,0.227273,0.545455,0.136364,pos
0,0.071429,0.357143,0.464286,0.107143,pos
0,0,0.368421,0.578947,0.052632,pos
0.0625,0.09375,0.34375,0.4375,0.0625,pos
0.125,0.0625,0.3125,0.5,0,pos
0.047619,0,0.238095,0.650794,0.063492,pos
0.047619,0,0.380952,0.47619,0.095238,pos
0.027778,0.083333,0.333333,0.388889,0.166667,pos
0,0,0.347826,0.391304,0.26087,pos
0.083333,0,0.166667,0.75,0,pos
0,0,0.25,0.625,0.125,pos
0.24,0,0.24,0.44,0.08,pos
0,0,0.222222,0.777778,0,pos
0,0,0.666667,0.222222,0.111111,pos
0.16129,0.032258,0.322581,0.354839,0.129032,pos
0.102941,0.014706,0.352941,0.352941,0.176471,pos
0.15625,0.0625,0.15625,0.625,0,pos
0,0,0.368421,0.473684,0.157895,pos
0.125,0,0.25,0.5,0.125,pos
0,0,0.666667,0.333333,0,pos
0.2,0,0.15,0.65,0,pos
0,0.055556,0.305556,0.5,0.138889,pos
0.066667,0.066667,0.333333,0.466667,0.066667,pos
0.083333,0,0.166667,0.75,0,pos
0.125,0.041667,0.333333,0.291667,0.208333,pos
0,0.230769,0.346154,0.269231,0.153846,pos
0.192982,0,0.210526,0.438596,0.157895,pos
0,0.020833,0.375,0.416667,0.1875,pos
0,0.090909,0.424242,0.242424,0.242424,pos
0,0.071429,0.321429,0.535714,0.071429,pos
0,0,0.392857,0.5,0.107143,pos
0.058824,0,0.441176,0.411765,0.088235,pos
0.043478,0.086957,0.391304,0.23913,0.23913,pos
0.087719,0.017544,0.350877,0.526316,0.017544,pos
0,0,0.36,0.48,0.16,pos
0,0,0.428571,0.285714,0.285714,pos
0.04918,0.016393,0.393443,0.295082,0.245902,pos
0,0.222222,0.333333,0.277778,0.166667,pos
0,0,0.625,0.375,0,pos
0.019231,0.096154,0.365385,0.384615,0.134615,pos
0,0.2,0.533333,0.266667,0,pos
0.064516,0.193548,0.322581,0.225806,0.193548,pos
0,0.153846,0.230769,0.615385,0,pos
0,0.095238,0.52381,0.285714,0.095238,pos
0,0,0.4,0.32,0.28,pos
0.117647,0,0.176471,0.647059,0.058824,pos
0.1,0,0.3,0.4,0.2,pos
0.055556,0.055556,0.277778,0.611111,0,pos
0,0.081081,0.405405,0.378378,0.135135,pos
0.190476,0.047619,0.190476,0.571429,0,pos
0.125,0,0.2,0.575,0.1,pos
0,0,0.5,0.5,0,pos
0.047619,0,0.47619,0.428571,0.047619,pos
0,0.238095,0.428571,0.095238,0.238095,pos
0.148148,0,0.259259,0.481481,0.111111,pos
0.057692,0.038462,0.480769,0.269231,0.153846,pos
0,0,0.291667,0.541667,0.166667,pos
0.052632,0,0.263158,0.5,0.184211,pos
0.035714,0.035714,0.321429,0.464286,0.142857,pos
0.125,0,0.5625,0.25,0.0625,pos
0,0.142857,0.333333,0.47619,0.047619,pos
0,0,0.384615,0.230769,0.384615,pos
0,0,0.1,0.9,0,pos
0.017241,0.051724,0.413793,0.362069,0.155172,pos
0.052632,0.078947,0.5,0.210526,0.157895,pos
0.142857,0,0.142857,0.571429,0.142857,pos
0.166667,0,0.222222,0.611111,0,pos
0,0.125,0.5,0.375,0,pos
0,0,0.318182,0.545455,0.136364,pos
0.096774,0,0.225806,0.580645,0.096774,pos
0.03125,0,0.3125,0.5,0.15625,pos
0.130435,0,0.130435,0.73913,0,pos
0,0.038462,0.384615,0.307692,0.269231,pos
0,0,0.473684,0.473684,0.052632,pos
0.090909,0,0,0.909091,0,pos
0,0,0.545455,0.242424,0.212121,pos
0,0,0.166667,0.833333,0,pos
0.2,0,0.1,0.7,0,pos
0.05,0.05,0.45,0.25,0.2,pos
0.045455,0,0.272727,0.409091,0.272727,pos
0,0.058824,0.588235,0.235294,0.117647,pos
0.060606,0,0.333333,0.393939,0.212121,pos
0.029412,0.058824,0.382353,0.470588,0.058824,pos
0,0.038462,0.346154,0.307692,0.307692,pos
0,0.043478,0.26087,0.652174,0.043478,pos
0,0,0.272727,0.727273,0,pos
0,0,0.290323,0.612903,0.096774,pos
0.076923,0,0.538462,0.307692,0.076923,pos
0,0,0.366667,0.4,0.233333,pos
0,0.047619,0.333333,0.333333,0.285714,pos
0.029412,0.058824,0.441176,0.352941,0.117647,pos
0.058824,0,0.294118,0.588235,0.058824,pos
0,0,0.357143,0.571429,0.071429,pos
0,0.066667,0.4,0.466667,0.066667,pos
0.133333,0,0.266667,0.466667,0.133333,pos
0.081081,0,0.27027,0.540541,0.108108,pos
0,0.041667,0.458333,0.416667,0.083333,pos
0,0.076923,0.333333,0.564103,0.025641,pos
0.1,0.05,0.35,0.45,0.05,pos
0,0.067797,0.423729,0.338983,0.169492,pos
0.066667,0.016667,0.3,0.5,0.116667,pos
0.038462,0.076923,0.423077,0.346154,0.115385,pos
0.025,0.025,0.375,0.55,0.025,pos
0.15625,0.015625,0.15625,0.625,0.046875,pos
0.111111,0.111111,0.259259,0.444444,0.074074,pos
0.051724,0.086207,0.603448,0.172414,0.086207,pos
0,0.106383,0.404255,0.382979,0.106383,pos
0,0.142857,0.285714,0.571429,0,pos
0.225806,0,0.16129,0.548387,0.064516,pos
0,0,0.375,0.625,0,pos
0.090909,0,0.333333,0.515152,0.060606,pos
0.192308,0,0.153846,0.576923,0.076923,pos
0.038462,0.038462,0.538462,0.346154,0.038462,pos
0.021277,0.042553,0.404255,0.489362,0.042553,pos
0.073171,0.02439,0.390244,0.365854,0.146341,pos
0.147059,0,0.088235,0.735294,0.029412,pos
0.133333,0.066667,0.2,0.6,0,pos
0.086957,0.086957,0.217391,0.608696,0,pos
0.020408,0.122449,0.408163,0.306122,0.142857,pos
0.030303,0.090909,0.424242,0.363636,0.090909,pos
0.130435,0.086957,0.347826,0.434783,0,pos
0.068966,0.172414,0.413793,0.310345,0.034483,pos
0.2,0,0.133333,0.666667,0,pos
0,0.09375,0.34375,0.40625,0.15625,pos
0,0,0.352941,0.294118,0.352941,pos
0.045455,0.022727,0.25,0.568182,0.113636,pos
0.056604,0,0.396226,0.45283,0.09434,pos
0.071429,0,0.5,0.214286,0.214286,pos
0.071429,0.071429,0.428571,0.285714,0.142857,pos
0.125,0,0,0.875,0,pos
0.181818,0,0.227273,0.5,0.090909,pos
0.038462,0,0.423077,0.461538,0.076923,pos
0,0,0.34,0.44,0.22,pos
0,0,0.333333,0.666667,0,pos
0.028571,0,0.428571,0.228571,0.314286,pos
0,0.034483,0.344828,0.586207,0.034483,pos
0,0,0.285714,0.571429,0.142857,pos
0.090909,0.060606,0.242424,0.575758,0.030303,pos
0,0,0.55,0.2,0.25,pos
0.088889,0.022222,0.4,0.488889,0,pos
0.030303,0,0.393939,0.515152,0.060606,pos
0.076923,0,0.307692,0.461538,0.153846,pos
0,0.097561,0.390244,0.243902,0.268293,pos
0.032258,0,0.290323,0.612903,0.064516,pos
0,0,0.730769,0.192308,0.076923,pos
0.21875,0,0.09375,0.65625,0.03125,pos
0.052632,0.013158,0.236842,0.657895,0.039474,pos
0.137931,0.068966,0.413793,0.310345,0.068966,pos
0,0.060606,0.393939,0.333333,0.212121,pos
0,0.05,0.35,0.6,0,pos
0.022222,0.022222,0.288889,0.555556,0.111111,pos
0.108108,0,0.351351,0.459459,0.081081,pos
0,0,0.222222,0.62963,0.148148,pos
0,0,0.2,0.72,0.08,pos
0.019608,0,0.411765,0.509804,0.058824,pos
0,0,0.439024,0.463415,0.097561,pos
0.076923,0,0.410256,0.410256,0.102564,pos
0.133333,0.044444,0.155556,0.666667,0,pos
0,0,0.214286,0.571429,0.214286,pos
0,0,0.2,0.7,0.1,pos
0.054054,0.081081,0.324324,0.459459,0.081081,pos
0.1,0.05,0.15,0.6,0.1,pos
0,0,0.333333,0.666667,0,pos
0.086957,0.021739,0.195652,0.608696,0.086957,pos
0.027027,0.162162,0.405405,0.216216,0.189189,pos
0,0.108696,0.413043,0.23913,0.23913,pos
0.153846,0,0.410256,0.410256,0.025641,pos
0.043478,0.043478,0.173913,0.695652,0.043478,pos
0.163265,0.020408,0.22449,0.530612,0.061224,pos
0.076923,0.076923,0.461538,0.384615,0,pos
0.125,0,0.0625,0.8125,0,pos
0.055556,0.037037,0.185185,0.685185,0.037037,pos
0.086957,0.086957,0.26087,0.521739,0.043478,pos
0,0,0.5,0.5,0,pos
0.052632,0,0.368421,0.421053,0.157895,pos
0.027027,0.027027,0.324324,0.594595,0.027027,pos
0.064516,0,0.258065,0.516129,0.16129,pos
0.032258,0,0.290323,0.419355,0.258065,pos
0,0,0.25,0.625,0.125,pos
0,0.033333,0.433333,0.4,0.133333,pos
0.225806,0.032258,0.129032,0.580645,0.032258,pos
0,0,0.421053,0.315789,0.263158,pos
0,0,0.142857,0.714286,0.142857,pos
0.085714,0.057143,0.457143,0.342857,0.057143,pos
0.0625,0,0.34375,0.40625,0.1875,pos
0.022222,0.066667,0.533333,0.266667,0.111111,pos
0,0.058824,0.529412,0.176471,0.235294,pos
0,0,0.235294,0.588235,0.176471,pos
0.277778,0,0.166667,0.5,0.055556,pos
0.041667,0.041667,0.458333,0.291667,0.166667,pos
0.206897,0,0.068966,0.689655,0.034483,pos
0,0.125,0.215909,0.534091,0.125,pos
0,0,0,1,0,pos
0.233333,0,0.233333,0.5,0.033333,pos
0.04878,0.02439,0.317073,0.463415,0.146341,pos
0.012346,0.061728,0.320988,0.530864,0.074074,pos
0,0.1,0.3,0.3,0.3,pos
0,0.125,0.458333,0.291667,0.125,pos
0.034483,0.068966,0.413793,0.310345,0.172414,pos
0.2,0,0.04,0.76,0,pos
0.142857,0,0.214286,0.535714,0.107143,pos
0.090909,0,0.363636,0.454545,0.090909,pos
0.058824,0.058824,0.411765,0.411765,0.058824,pos
0.190476,0,0.238095,0.428571,0.142857,pos
0.181818,0,0.090909,0.727273,0,pos
0.054054,0.135135,0.297297,0.324324,0.189189,pos
0.021277,0.021277,0.446809,0.425532,0.085106,pos
0,0.035714,0.428571,0.25,0.285714,pos
0.08,0.08,0.44,0.28,0.12,pos
0.176471,0.058824,0.294118,0.441176,0.029412,pos
0.030303,0.060606,0.30303,0.545455,0.060606,pos
0,0.045455,0.227273,0.681818,0.045455,pos
0.09375,0.09375,0.28125,0.46875,0.0625,pos
0.047619,0,0.047619,0.904762,0,pos
0.107143,0,0.5,0.25,0.142857,pos
0.095238,0,0.095238,0.809524,0,pos
0.090909,0,0.242424,0.545455,0.121212,pos
0.115385,0,0.230769,0.576923,0.076923,pos
0.064516,0,0.419355,0.354839,0.16129,pos
0,0,0.333333,0.666667,0,pos
0,0.085714,0.457143,0.4,0.057143,pos
0.148148,0,0.37037,0.37037,0.111111,pos
0,0,0.375,0.5,0.125,pos
0.033333,0.033333,0.366667,0.533333,0.033333,pos
0,0,0.380952,0.47619,0.142857,pos
0.15,0.025,0.35,0.35,0.125,pos
0,0.02439,0.439024,0.463415,0.073171,pos
0.071429,0,0.190476,0.642857,0.095238,pos
0.022727,0.136364,0.431818,0.295455,0.113636,pos
0.04878,0.073171,0.317073,0.390244,0.170732,pos
0.076923,0.153846,0.338462,0.276923,0.153846,pos
0.0625,0,0.3125,0.625,0,pos
0.0625,0,0.4375,0.354167,0.145833,pos
0,0.03125,0.4375,0.375,0.15625,pos
0,0,0.3,0.6,0.1,pos
0.137931,0,0.482759,0.206897,0.172414,pos
0.03125,0,0.5625,0.25,0.15625,pos
0,0.034483,0.37931,0.344828,0.241379,pos
0.047619,0.063492,0.349206,0.412698,0.126984,pos
0,0.04878,0.390244,0.414634,0.146341,pos
0.095238,0,0.333333,0.47619,0.095238,pos
0,0,0.365854,0.560976,0.073171,pos
0.05,0,0.5,0.4,0.05,pos
0.074074,0.074074,0.407407,0.407407,0.037037,pos
0.034483,0,0.310345,0.413793,0.241379,pos
0.021739,0.065217,0.434783,0.26087,0.217391,pos
0,0,0.222222,0.555556,0.222222,pos
0.030303,0.030303,0.181818,0.757576,0,pos
0,0.088235,0.352941,0.411765,0.147059,pos
0.115385,0,0.269231,0.576923,0.038462,pos
0,0,0.333333,0.388889,0.277778,pos
0.076923,0.076923,0.384615,0.461538,0,pos
0.12,0.04,0.24,0.56,0.04,pos
0,0.222222,0.555556,0.111111,0.111111,pos
0.095238,0.02381,0.333333,0.5,0.047619,pos
0.045455,0.181818,0.272727,0.5,0,pos
0,0,0.571429,0.214286,0.214286,pos
0.194444,0,0.083333,0.666667,0.055556,pos
0,0,0.555556,0.333333,0.111111,pos
0,0.162162,0.513514,0.216216,0.108108,pos
0.076923,0,0.282051,0.538462,0.102564,pos
0.097561,0.073171,0.414634,0.292683,0.121951,pos
0.058824,0.058824,0.313725,0.490196,0.078431,pos
0.166667,0,0.166667,0.625,0.041667,pos
0.064516,0.096774,0.193548,0.645161,0,pos
0,0,0.25,0.625,0.125,pos
0.15,0.05,0.25,0.55,0,pos
0.08,0.04,0.3,0.48,0.1,pos
0.157895,0,0.105263,0.710526,0.026316,pos
0.095238,0,0.428571,0.47619,0,pos
0.034483,0,0.275862,0.655172,0.034483,pos
0.05,0,0.4,0.5,0.05,pos
0.088889,0,0.133333,0.688889,0.088889,pos
0,0,0.3125,0.4375,0.25,pos
0,0.047619,0.095238,0.761905,0.095238,pos
0.041667,0,0.291667,0.5,0.166667,pos
0,0.05,0.15,0.7,0.1,pos
0.027027,0,0.378378,0.324324,0.27027,pos
0.034483,0.068966,0.517241,0.275862,0.103448,pos
0,0.033333,0.4,0.333333,0.233333,pos
0,0.125,0.5,0.25,0.125,pos
0,0.05,0.25,0.65,0.05,pos
0.071429,0,0.285714,0.571429,0.071429,pos
0.052632,0.052632,0.263158,0.631579,0,pos
0,0,0.333333,0.666667,0,pos
0.090909,0.045455,0.409091,0.409091,0.045455,pos
0.072727,0.018182,0.181818,0.709091,0.018182,pos
0,0,0.578947,0.421053,0,pos
0,0.066667,0.6,0.333333,0,pos
0.047619,0.047619,0.142857,0.761905,0,pos
0.025,0.025,0.4,0.25,0.3,pos
0.055556,0.166667,0.277778,0.444444,0.055556,pos
0.013699,0.041096,0.356164,0.369863,0.219178,pos
0,0,0.526316,0.368421,0.105263,pos
0,0.172414,0.37931,0.310345,0.137931,pos
0.02381,0.095238,0.404762,0.404762,0.071429,pos
0,0.071429,0.285714,0.642857,0,pos
0,0.125,0.3125,0.4375,0.125,pos
0,0.075,0.375,0.4,0.15,pos
0.0625,0,0.1875,0.625,0.125,pos
0.108696,0,0.173913,0.630435,0.086957,pos
0.02439,0.170732,0.292683,0.512195,0,pos
0.142857,0,0.142857,0.666667,0.047619,pos
0,0.125,0.375,0.5,0,pos
0,0,0,1,0,pos
0,0.25,0.5625,0.145833,0.041667,pos
0.083333,0.166667,0.366667,0.233333,0.15,pos
0.090909,0,0.272727,0.454545,0.181818,pos
0.08,0,0.4,0.44,0.08,pos
0.230769,0,0.307692,0.384615,0.076923,pos
0.025641,0.076923,0.615385,0.179487,0.102564,pos
0.032258,0.16129,0.306452,0.403226,0.096774,pos
0,0,0.333333,0.666667,0,pos
0,0.055556,0.407407,0.388889,0.148148,pos
0.038462,0.038462,0.576923,0.269231,0.076923,pos
0,0.052632,0.315789,0.578947,0.052632,pos
0,0,0.444444,0.444444,0.111111,pos
0.130435,0.043478,0.217391,0.434783,0.173913,pos
0,0.052632,0.157895,0.736842,0.052632,pos
0.090909,0,0.363636,0.363636,0.181818,pos
0,0,0.444444,0.333333,0.222222,pos
0,0,0.6,0.266667,0.133333,pos
0.146341,0,0.146341,0.682927,0.02439,pos
0.16129,0,0.225806,0.548387,0.064516,pos
0,0.137931,0.551724,0.310345,0,pos
0,0,0.275862,0.482759,0.241379,pos
0,0,0.214286,0.642857,0.142857,pos
0.076923,0,0.076923,0.846154,0,pos
0.038462,0.038462,0.346154,0.5,0.076923,pos
0.16129,0,0.258065,0.419355,0.16129,pos
0.055556,0.12963,0.444444,0.277778,0.092593,pos
0.125,0,0.25,0.541667,0.083333,pos
0.046512,0.023256,0.186047,0.604651,0.139535,pos
0.08,0.04,0.28,0.52,0.08,pos
0,0,0.294118,0.529412,0.176471,pos
0.055556,0,0.333333,0.444444,0.166667,pos
0.26087,0,0.173913,0.521739,0.043478,pos
0.064516,0,0.290323,0.516129,0.129032,pos
0.041667,0,0.291667,0.416667,0.25,pos
0.096774,0.032258,0.290323,0.483871,0.096774,pos
